crop,temperature,rainfall,sunshine_hours,ph,organic_carbon,cec,awc,bulk_density,rooting_depth_m,texture,texture_code,suitability,suitability_class
Brinjal,24.11630129593072,2602.1432800667353,6.645928635668473,4.800270329576003,4.559409243483192,13.292704795614123,0.04112513805765672,1.4460684972755922,1.3834220963269113,silt loam,5,0.708,Unsuitable
Brinjal,26.415396688559333,2836.9183143623195,8.85734834320858,4.865400418590907,4.492492130132735,15.11403436074014,0.015456882772712162,1.1216502223073308,0.5496975089995775,clay,7,0.676,Unsuitable
Brinjal,23.94458154834614,2324.735367290272,6.963649421945165,4.700732614401834,3.915999013291679,14.179125605093764,0.011315683443078818,1.3753116571950947,0.38823842776601714,loamy sand,2,0.727,Unsuitable
Brinjal,31.00995905645457,2386.920909881235,6.330230447029356,5.291747948605595,3.3247895774132727,19.2361126318642,0.02434108423970254,1.5061325282685198,0.832954648497793,loamy sand,2,0.799,Suitable
Brinjal,29.715756984368173,2460.0303224750323,7.969722250962609,5.447192620021812,4.217846277055,20.36168562331216,0.0207875197778304,1.1223914669136115,0.9569709768082824,clay loam,6,0.747,Unsuitable
Brinjal,27.948922922950107,2722.0959204646915,6.806247354068687,5.284731302513384,2.505377636923304,14.642500165138124,0.03059033127073999,1.1780781780533824,0.760627943330906,sand,1,0.762,Suitable
Brinjal,26.022259465700298,2899.3720316626573,8.061576883095068,5.2040184271763925,3.783773588014495,15.630780192109585,0.0324750631157888,1.433689654372874,1.1684914117652891,clay,7,0.72,Unsuitable
Brinjal,29.130410760193968,2354.858848676939,8.932680761180047,5.1560649096453774,3.9979226281043703,17.57567190947339,0.019331394430628486,1.4118294019055109,0.411539386577056,loamy sand,2,0.758,Suitable
Brinjal,29.308108504194227,2893.0942347508017,8.967346253164031,5.015988490909295,2.552049530083978,10.950307028704623,0.036546226536495884,1.378384615317986,0.9658721524169476,sand,1,0.742,Unsuitable
Brinjal,23.83225709178283,2432.616926135251,8.882921878059687,5.131545900418296,2.548335358951145,11.356078739270266,0.03926336828355006,1.3579068929472413,0.35644306287438493,sand,1,0.692,Unsuitable
Brinjal,28.315727404034117,2373.58368079299,6.488286507843233,4.6367400835604915,3.8916956159273015,14.183438933159985,0.021399008908877096,1.1717958916156177,0.3481819800581323,loamy sand,2,0.737,Unsuitable
Brinjal,29.24406981268102,2686.121670220384,6.84195789082704,5.568143727677583,2.5067442601316676,17.30708077992751,0.027844362614509212,1.4275286655954005,0.7994198904143412,loamy sand,2,0.845,Suitable
Brinjal,29.902889270991196,2858.9399757811593,7.259392532051609,5.152637046493462,2.8306491953576787,8.121308295952815,0.015176402194808012,1.4787732882337963,0.49109379624238303,loam,4,0.774,Suitable
Brinjal,23.41693110018375,2801.712694608079,7.141039202929511,4.637288204631396,3.9729574573602564,14.428881115719596,0.0192613245860686,1.5270834190069769,0.6027757109858703,loamy sand,2,0.753,Suitable
Brinjal,28.0208901772112,2827.6284685438736,6.523346758974178,4.7465626586535565,3.2582802567065428,10.184224593777806,0.032168007740336534,1.1339999420561961,0.42276854621991766,clay loam,6,0.705,Unsuitable
Brinjal,28.601462153692164,2880.5675909084384,8.922740698020641,5.067650300447041,4.1507739719244565,11.876945921389805,0.01566269708742791,1.4199505832797437,1.0530723146781829,clay loam,6,0.742,Unsuitable
Brinjal,29.91798880161928,2864.1682769364165,8.20175024130846,5.09804115146612,2.8680465837527906,7.907071162228757,0.015676364359220457,1.3561615913538838,0.6882510216741127,loam,4,0.793,Suitable
Brinjal,27.317702347473947,2895.2127736786792,8.007642491232817,4.781202759686962,2.406899571455315,20.505186338325153,0.030169713154091428,1.1421959849753742,0.3129551784154741,silt loam,5,0.778,Suitable
Brinjal,26.433038448843746,2623.756648642782,7.584808318300645,5.205667100971752,2.8656255325469857,14.01378819862277,0.032953449299755834,1.3603587177563012,0.6602280570255326,loam,4,0.813,Suitable
Brinjal,29.841234695899068,2832.013792962048,7.442818417316109,5.0247504109971555,4.329138528735664,18.24982131250099,0.02639941000518553,1.1456312529261319,0.9478956103993836,clay,7,0.707,Unsuitable
Brinjal,26.37325728400085,2360.9694172433897,7.2661399426959274,4.988251884770752,3.765417572785429,8.593048489190318,0.041478051355731,1.482926968293567,0.830413157088812,loamy sand,2,0.743,Unsuitable
Brinjal,30.883348473219236,2758.8012059760326,7.161260758020143,5.273077384762459,4.40418507459389,9.762743057716737,0.010632745166181058,1.1234200211666117,1.1219601423579908,sand,1,0.671,Unsuitable
Brinjal,28.45319541990746,2639.2957407711,6.566424855954853,5.466255846176983,2.9697827928318534,12.673109057038282,0.04235808770143643,1.189709218468739,0.8954293846665289,loamy sand,2,0.794,Suitable
Brinjal,26.681959204027496,2322.032021095125,6.452305169171208,5.349712360250797,2.610458442988952,19.04705359982043,0.02144156350966444,1.421526290060706,1.2787459081487735,loamy sand,2,0.831,Suitable
Brinjal,29.76857064769461,2627.633139335205,6.704999488400057,5.559833351579951,3.171186994913149,16.762192068887266,0.03429019215989344,1.2203575766740626,0.6765903840696708,clay,7,0.724,Unsuitable
Brinjal,27.62057346567363,2529.003542606358,7.888778019438369,5.49153835557446,4.298757151572592,19.045494726364936,0.027525376439710827,1.192151436240426,0.40420654280402746,loamy sand,2,0.753,Suitable
Brinjal,31.148898682469138,2461.317901859828,6.346827006834883,5.03761083358002,3.8770981395823068,7.268808882398992,0.02017035382200956,1.1568143636719241,1.1815020697056355,silt loam,5,0.735,Unsuitable
Brinjal,25.11302180369979,2856.654942044094,7.128897151705821,5.303528068842713,3.002879573682421,14.925467022444536,0.015390086648106618,1.460450858223802,1.3344337524580427,sandy loam,3,0.81,Suitable
Brinjal,27.808165148450662,2689.052157499261,8.600539370905345,4.948959078730296,3.369980440847784,11.028056018027323,0.03553337005854151,1.2196295856999742,0.6360204325765142,loamy sand,2,0.777,Suitable
Brinjal,29.60977643693129,2386.0953229785428,6.953913266998741,4.86354337812449,2.564016522151107,11.863736096224546,0.019769453133153446,1.5143868877242217,1.1421277739100124,silt loam,5,0.815,Suitable
Brinjal,30.040408273778915,2734.7005551689085,7.085303798272584,4.692997191936765,3.951722853816174,13.24507450943737,0.023791797467713025,1.2826734371083954,1.0763262321167943,sandy loam,3,0.774,Suitable
Brinjal,26.96049447071184,2785.8467429964267,8.238157057919775,5.461481296107921,4.641668940062578,17.193557913798173,0.02469447937797424,1.1408118822108708,1.0506764528493873,sandy loam,3,0.763,Suitable
Brinjal,26.537225110133477,2614.880656670167,6.035264059911852,4.639491360315573,3.6280122374907724,20.122380353434675,0.0253743691259049,1.2303077390941224,1.3145605866479533,silt loam,5,0.763,Suitable
Brinjal,30.29275850093137,2651.646303642133,7.486623614709382,4.9028432194342955,4.245103518217304,10.949220280569792,0.012280032708730959,1.4043241609665864,0.4135327508203505,clay,7,0.65,Unsuitable
Brinjal,23.803905015936255,2545.3292489015016,7.201338575016126,4.897934129356664,3.965807874469574,19.948192800256635,0.030521038567349307,1.0886868922950554,1.487179285942144,loamy sand,2,0.772,Suitable
Brinjal,24.037309705906896,2762.2343183810644,7.90393822136374,4.608802979508558,4.701926713983902,9.589916643654771,0.03557130625345031,1.3082235641483193,0.9215758594854633,sandy loam,3,0.712,Unsuitable
Brinjal,31.919753803131236,2334.8691170289467,8.151834505016279,4.76514049130388,2.7466073877050468,7.3200024890692825,0.039254197586273236,1.5260694181879004,1.4184474925808928,sand,1,0.686,Unsuitable
Brinjal,23.55155573153301,2485.3744224882257,8.216757763103782,4.678222091927838,3.2140279764788215,9.90356104121516,0.025637286508040716,1.0949144340593124,0.340598016604405,clay,7,0.672,Unsuitable
Brinjal,27.687027343219672,2340.8249623118154,8.663683206192836,4.606590612461173,2.8395144972852915,12.220221923070255,0.04094314136089532,1.3450208349923938,0.970882042456741,loam,4,0.798,Suitable
Brinjal,23.01429587268948,2352.40560667059,6.648838362015523,5.438642373318017,3.4275886571794656,16.661452445527402,0.039558869040863906,1.144375469864456,1.2436790803019562,sandy loam,3,0.76,Suitable
Brinjal,29.936002787925254,2362.3724299057076,6.2810409256863275,4.5873238043696425,4.9050217555175175,7.9214288876512935,0.04298046275515391,1.2953278895624605,1.1228573762449443,loam,4,0.68,Unsuitable
Brinjal,30.940366856189964,2870.8134053042736,6.6353980517087985,5.087439648403797,3.8412733299457344,7.3715682199199755,0.0362480057883505,1.0819594474097056,0.32080009073915133,sandy loam,3,0.682,Unsuitable
Brinjal,25.287417669793765,2327.4186561983915,7.170228020845655,5.17132295859512,2.317998332169862,19.99689157755578,0.04213124875536051,1.4116360737885814,0.9321902430488771,clay,7,0.739,Unsuitable
Brinjal,26.750626333585647,2747.2070445352306,7.910261004599192,4.6830163059808925,3.095235932394124,12.387247167099293,0.012007973053680319,1.2081665680608191,0.48984945894620896,sand,1,0.699,Unsuitable
Brinjal,30.045032020867733,2642.6531299027174,7.122917905475428,5.131587189704712,4.776693557842021,12.67098177029858,0.044416093959701065,1.4322002099873126,1.1576728854130565,silt loam,5,0.716,Unsuitable
Brinjal,26.559248308554764,2461.7087946155643,7.939897256315133,4.9094862263403956,3.335755231851252,13.936972833074298,0.04368976975941208,1.2091787968576873,0.6394662244552445,sand,1,0.689,Unsuitable
Brinjal,27.30926950982177,2467.4611591034827,7.377535296352019,5.068515699844867,3.7559031187787424,10.842638714898591,0.018695030807691984,1.1859430385055143,0.9143079841910062,loamy sand,2,0.794,Suitable
Brinjal,31.75538435880913,2758.855126521974,6.80575431168923,4.7899811088299,2.409034542868831,7.14315069158211,0.022461450843700964,1.2832330126919915,0.7470657123343596,sand,1,0.721,Unsuitable
Brinjal,27.918005719399382,2501.006028003808,6.687646241044152,4.797115840099003,3.956720116798873,15.938768840453863,0.04330617352369803,1.3352309313417285,0.7786182911289641,silt loam,5,0.734,Unsuitable
Brinjal,23.694528788597804,2846.3503506829693,7.757181768526269,4.912725786509924,4.781430267524117,11.934115158576004,0.012016784595968395,1.394819255833379,1.2492328805457045,silt loam,5,0.727,Unsuitable
Brinjal,30.296464094385612,2543.656526484737,7.7478559361036385,5.344688477417899,4.6656476328875875,18.636970572420246,0.016244735799494175,1.180308182548441,0.38899120914605967,sand,1,0.662,Unsuitable
Brinjal,26.200322801401253,2831.5740842423083,6.6909853768196985,5.201848635866184,4.907029595324106,16.952712485898456,0.042711125776082846,1.4466447634399877,1.2023673109353796,clay loam,6,0.679,Unsuitable
Brinjal,31.109758686957264,2539.2609572551773,7.378378898182922,4.8993618779506996,3.2845772301538596,13.179461934862303,0.012175069605846828,1.5112165456347688,1.0572959657459402,silt loam,5,0.78,Suitable
Brinjal,24.328770338625056,2643.8432502816077,7.688931282884083,5.1859094599867035,3.0924023131272538,10.608316499473121,0.04294757692670871,1.2883224581787842,0.9231864454381418,silt loam,5,0.764,Suitable
Brinjal,31.33807129998103,2682.339855687876,8.371259840838265,4.929845725204247,2.390116199678619,13.402824169080931,0.0382987432111274,1.2176438944789483,0.5062523639675911,sand,1,0.718,Unsuitable
Brinjal,25.324908665730586,2637.888042063904,8.504918286059048,4.847235307320144,4.339109797787087,8.363567267167157,0.03885953883507891,1.2869580754335406,0.5679737691935711,sand,1,0.635,Unsuitable
Brinjal,27.62660891914771,2882.229592442717,7.067714687255325,5.525578839193643,3.3185222974982294,19.779155110327885,0.010192553785935542,1.2415119131999515,1.3587074032491808,loamy sand,2,0.795,Suitable
Brinjal,25.404425121473622,2623.902897589073,8.55697425417966,5.039875191992996,3.405701454619919,10.818671739856068,0.03265775255316647,1.1043746803103842,1.1291969105915778,clay loam,6,0.753,Suitable
Brinjal,30.009631437511523,2527.3678974743552,6.124059459911914,5.208885070207121,3.902927737462325,11.959652000533003,0.0316050506073843,1.1481525193103579,0.6597688673990818,clay loam,6,0.718,Unsuitable
Brinjal,24.087377357898553,2588.4267685123823,6.584021829850757,5.2130647321252255,4.785166022858894,19.45816799509893,0.030395738083552885,1.1184570949049266,0.6565608792570666,silt loam,5,0.726,Unsuitable
Brinjal,27.717902391868474,2796.8766468844474,8.69610774301736,5.444324842090129,3.225473130170429,18.212630532111653,0.027057321317976793,1.5075932321860868,0.5157292555606713,sandy loam,3,0.778,Suitable
Brinjal,29.494116540325557,2461.7674633634783,7.547006212790308,4.687072529989701,2.51333901338247,19.888716669268636,0.03932788478652368,1.3079042512087062,0.5953853886885014,sandy loam,3,0.78,Suitable
Brinjal,28.86269464271024,2417.464178668929,8.019737215262193,4.62962990816437,3.4994343717744165,11.152999299035715,0.030759301571815917,1.5209760406217927,1.131963823058206,silt loam,5,0.774,Suitable
Brinjal,25.92531602077012,2366.229263861336,7.3399511073020856,4.740184212017978,4.541908971767356,11.943484200234149,0.01753374818102861,1.2430154024043283,0.9756147025660784,clay loam,6,0.725,Unsuitable
Brinjal,26.586670675332684,2825.4647931684594,7.49218651853808,5.328857318061686,4.620898438344959,8.425794080493521,0.019294216170599995,1.4326547947195296,1.067505091218228,silt loam,5,0.735,Unsuitable
Brinjal,25.357201144497058,2622.8205335342504,6.257869114514282,5.2871479936731385,3.984023858039431,12.683833960858856,0.02023069920492679,1.3623968175569168,1.1367352442210823,clay,7,0.706,Unsuitable
Brinjal,29.428706493347775,2489.5266977536653,8.274445576691308,4.692980547190788,4.29471914768104,10.531857553392204,0.036203479795204586,1.211589959205819,1.347508256828573,loamy sand,2,0.75,Unsuitable
Brinjal,31.888280970322814,2568.3036854652764,6.755801459346368,5.2632541978096095,3.494938298386545,15.982817200776669,0.017201938967516258,1.1253529936562319,0.8469299456362263,silt loam,5,0.793,Suitable
Brinjal,23.901948978538172,2499.3542243182856,8.15784382952894,5.572925969392126,4.22390337354356,18.22335500025752,0.026971477285868253,1.248061077811488,1.2305797372005873,clay,7,0.711,Unsuitable
Brinjal,30.72055480532706,2490.2942969969663,6.4325646421468905,4.654973115415574,2.87866036945051,16.868826731875743,0.03229441807358778,1.1130528874824535,0.49302334891640187,silt loam,5,0.763,Suitable
Brinjal,25.812009896999296,2579.7056512884988,7.360942523934129,5.095103220828316,3.124036039686649,15.610405655990784,0.031237512343981012,1.33119851342231,1.297844796382842,loamy sand,2,0.82,Suitable
Brinjal,23.790406375299856,2446.49625391356,8.949741171137818,4.5993799710663295,4.657218059421865,14.752653096950041,0.022057643495794012,1.3069998443107238,1.0320486652656216,sand,1,0.682,Unsuitable
Brinjal,31.41987956212101,2304.2983585380543,8.96312320577426,5.458377230266981,4.750375425999692,9.10041899623906,0.016810521808134672,1.437285582501819,1.1765803275516638,loamy sand,2,0.752,Suitable
Brinjal,26.66918570264407,2558.466873801639,8.278234979821345,4.9186971421016805,4.274198888436574,16.854324166512946,0.04240401982879658,1.46666231227625,0.35944559456558567,silt loam,5,0.691,Unsuitable
Brinjal,31.419081659966437,2719.5941982951035,8.227222799140137,4.991860210766448,2.8899028151526935,14.056159119489473,0.018339891394141862,1.1273316692957116,1.4510217425894532,clay loam,6,0.776,Suitable
Brinjal,26.599509030266073,2714.979473238352,6.107206773999701,4.931281771363199,4.05971226099815,15.137476077151973,0.010572935820316676,1.2030607559016016,1.3360208756440517,loam,4,0.746,Unsuitable
Brinjal,24.26891601949375,2511.5389236864335,8.14011380086887,5.226987342429301,3.2753187106208212,17.741467587808764,0.014253408633145788,1.0731352948163855,0.33761818959073586,sandy loam,3,0.752,Suitable
Brinjal,25.774903488673093,2302.1805833432927,8.249371958404733,4.892984147207291,3.7607655274640095,8.89421067907626,0.03230888086046063,1.383301183982749,1.21146298059044,sandy loam,3,0.756,Suitable
Brinjal,30.962349176487734,2855.537072285759,6.328448885933839,5.079527336370592,3.069674117309503,8.9755953084973,0.02619122013855451,1.2889391124100802,0.8029121635736622,clay,7,0.714,Unsuitable
Brinjal,30.153340694542297,2788.2499052300936,6.492010090678054,4.85413863006791,2.486539824850014,12.298818095824906,0.03809175499891742,1.2723405627394084,1.133055443869414,loam,4,0.809,Suitable
Brinjal,23.873487897174503,2731.4423670948395,7.130958262425511,4.9767493757762455,3.1133107746594577,19.511418117280403,0.027457900370076907,1.4434447455001158,0.435421230089877,loamy sand,2,0.778,Suitable
Brinjal,28.178635859678373,2716.10675120039,6.118536348958627,5.295816217258679,4.726273469466717,19.120974203532967,0.036716684012002135,1.4904240375976296,1.2333022877677193,loam,4,0.732,Unsuitable
Brinjal,30.855826196427525,2862.68438179794,8.309827681328967,5.165012308658292,4.601881032802723,20.300115883729006,0.03426752012028454,1.2555349422845072,0.7446653157817009,sand,1,0.684,Unsuitable
Brinjal,24.664890415028104,2883.766045257188,6.7963237099745815,4.749947793020188,3.5645334975485685,14.569024642041656,0.02491037311422252,1.2551738352485833,0.7094342213533127,loamy sand,2,0.788,Suitable
Brinjal,29.642026996865823,2882.64838459961,8.807814497757699,5.097913753701712,4.147616818113642,8.208035189082027,0.013118554183630178,1.2227673925537426,1.0136742077939107,loamy sand,2,0.753,Suitable
Brinjal,29.411359289161492,2380.415182224493,7.385238439107739,5.082961809861383,3.549691670394414,7.742744703619315,0.044080219842529134,1.2115672408067852,0.37980057778647214,silt loam,5,0.69,Unsuitable
Brinjal,29.378469623781314,2897.692993177837,7.774138362524693,5.130282955296423,2.3112344560268734,8.797894824603873,0.017274358218555348,1.190787835024072,1.3062796465833626,sand,1,0.747,Unsuitable
Brinjal,23.448768815611146,2610.911880075455,7.484573946912636,5.360833226034663,4.356481466426345,10.07281607534454,0.020419235837895677,1.1903501935347596,0.7774158259998957,sand,1,0.686,Unsuitable
Luffa,23.253557593816772,2379.2149852074203,7.22973897014314,5.552412450192303,3.3734892604198086,14.511299818202504,0.017917927289836252,1.4265204390722956,1.2815130216694355,clay,7,0.763,Suitable
Luffa,26.29205633868448,2711.4669428437323,6.805862177736132,5.139362711978266,2.3362767333721917,15.540292296344226,0.041108128300546484,1.364299664588432,0.5161853241595201,sand,1,0.807,Suitable
Luffa,23.793457424248327,2560.8207445015596,6.354988697889315,4.806535889732104,3.5175306783428955,14.798514181243847,0.041743930482812844,1.1193638993428474,1.4035839041458673,clay,7,0.704,Unsuitable
Luffa,27.119261332146056,2591.6742986878216,7.1900980939122014,5.557603500567109,3.8994342031024694,8.324251013951239,0.022291813650519483,1.256914881814371,0.8537247107084998,sandy loam,3,0.79,Suitable
Luffa,26.083597817325046,2561.263498239638,6.288686490135213,5.000923145911215,4.3493983047653835,7.70361134517729,0.04052194037123745,1.2988118745535384,0.4557693519994216,sandy loam,3,0.77,Suitable
Luffa,26.61103128880892,2569.111044840145,7.634082324513853,5.31638975731756,2.23971583094686,19.26565682853029,0.024103212366665593,1.2475749007275387,0.3401520492540184,sand,1,0.841,Suitable
Luffa,28.980475901200997,2845.9475853919203,7.226308754492509,4.733420182917782,4.688150293029846,12.547743942252502,0.022724850310776284,1.485167810133652,0.9632735670879966,sandy loam,3,0.737,Unsuitable
Luffa,29.064909119375702,2563.2377366190076,6.783251210746842,4.976062972461924,2.294143371594294,16.76990748064448,0.030205021858846465,1.4099574641348829,0.7846858627930539,sand,1,0.812,Suitable
Luffa,28.73929562869451,2603.8680940778368,8.551939282413954,5.02234848751128,3.075687200482352,19.04639186287863,0.03650654383674368,1.101523005349568,0.4403041034079763,loamy sand,2,0.865,Suitable
Luffa,30.386850117555277,2744.532724969901,7.661038576907593,5.26858227405236,3.998240216638641,15.377405414462256,0.016747712351359818,1.4919211683868496,1.4936876418875282,sandy loam,3,0.757,Suitable
Luffa,29.989978584136587,2367.063335025997,8.42575816210472,4.997813655561897,3.7197739435302877,19.293461937796728,0.040103106925468555,1.3151247622106192,0.9483675672000367,sand,1,0.793,Suitable
Luffa,26.780288098083936,2313.7761377793563,7.991491357034012,4.7702802989698325,2.710065008730296,9.361220460039371,0.01577435576281605,1.0782571713911384,1.4390153762821405,clay,7,0.734,Unsuitable
Luffa,31.14806778063688,2737.9585012171924,6.424617849578862,4.771598303552299,3.733665249016389,17.229292297773977,0.010621100416677602,1.1572725352123017,0.6779282815421523,loamy sand,2,0.777,Suitable
Luffa,23.17438189727376,2850.053185073417,6.219433884310603,4.969417674894508,3.3791992479695656,17.198864247981827,0.03559628446972866,1.1495056343162877,0.7479854400547326,sandy loam,3,0.796,Suitable
Luffa,25.031172675513712,2698.002410770705,7.2105894702168065,5.2528801558068565,3.9076019660907417,17.729353310797727,0.03361824347809414,1.2473505565925103,1.3296551166023212,clay loam,6,0.738,Unsuitable
Luffa,26.812582673482623,2789.971004346363,8.401436095123511,5.060841297964772,4.36377671443588,12.08144976822372,0.02862585179607792,1.375769687194931,1.257310224908469,loamy sand,2,0.733,Unsuitable
Luffa,28.572239409025585,2392.9409866314977,8.524171140981004,4.595739537824804,3.751687696913017,8.230027294673754,0.011776845577613163,1.4158106488365072,1.1596089339035212,sand,1,0.71,Unsuitable
Luffa,23.45312834975176,2448.319451443863,8.19321760943805,5.301477940494513,4.68733170502325,16.129550082163775,0.03959203767038795,1.2919903848452932,0.31655133126943585,loamy sand,2,0.837,Suitable
Luffa,31.516956161033956,2459.5156743458133,8.678566975974086,4.616745580897325,4.844471583122704,19.0001459777717,0.04312306008242478,1.2647172069743438,1.078674718363969,clay loam,6,0.718,Unsuitable
Luffa,23.738652429817908,2565.930696485138,6.217936745758732,4.735264560645367,4.195469014847041,16.13799362537886,0.03427425455483789,1.0739680436530525,0.875721550873581,clay,7,0.727,Unsuitable
Luffa,26.380440552589512,2791.6957081718524,6.714718701122951,5.140777602773783,2.5353960745065685,14.326482423991909,0.022070814971933028,1.1402693535282342,0.3720937474532653,silt loam,5,0.828,Suitable
Luffa,25.728484966469313,2602.195138251086,8.881665283114046,5.180934048913484,2.2237055371955807,7.720444842650639,0.015198615090028941,1.2223892735362667,1.2050659657201717,loam,4,0.76,Suitable
Luffa,29.3485228618246,2861.3360241383266,6.643710768529186,4.908142301434352,3.0433894976271794,7.073797651306781,0.021823075737355875,1.4791920193705537,1.2069650165283625,sandy loam,3,0.72,Unsuitable
Luffa,25.582147678469315,2602.5180829964784,7.333626995045158,4.677602267178256,3.395953440166786,15.816760165949198,0.02756186105046373,1.417959491428684,1.2411973571900707,loam,4,0.791,Suitable
Luffa,29.40496594204599,2655.8780654676875,8.212858362704115,4.587687709307267,4.0782001183260554,16.02351899237159,0.031840236418360826,1.333244308934126,0.3180363131675633,sandy loam,3,0.828,Suitable
Luffa,29.577776209615106,2737.5870324162097,7.598827238717007,4.978831024387743,3.420286020476766,19.850870080462755,0.02474830192186052,1.071157678835032,0.9491544568262522,loamy sand,2,0.807,Suitable
Luffa,26.17429800430974,2587.052516362843,8.634155790951276,4.961789939366538,3.789241478402916,16.54760353993841,0.0424271628070871,1.460283799082334,1.1885114059058073,clay loam,6,0.734,Unsuitable
Luffa,29.56199108219706,2640.1266155024236,8.272821623789092,4.589028796191386,4.2603859386210265,19.897917900486547,0.028043621776633283,1.2660268186044727,1.3588758404534882,clay loam,6,0.725,Unsuitable
Luffa,27.169006188813956,2884.1065121537104,8.580879079047854,5.295517817408898,4.501656313526247,11.422937822314877,0.017801073031561462,1.3450624484823506,0.6938160350489797,clay loam,6,0.734,Unsuitable
Luffa,28.294306385284173,2605.18280030251,7.245532407089463,5.010789145612832,4.788763766441442,19.097101672361504,0.03933914516134764,1.0682130792420343,1.3499823363786019,sandy loam,3,0.75,Unsuitable
Luffa,24.24826759772404,2602.8189109998884,8.368189317237068,5.008711737764356,4.902537358036643,12.126453243187726,0.03960444516113127,1.3206007187843936,0.5381364644124464,clay,7,0.73,Unsuitable
Luffa,27.21205434211615,2853.5441434213103,8.463863339454852,5.129737613104517,3.9420372681723377,16.086945621003153,0.017352009569606277,1.4688978224086162,0.7364381456597082,sand,1,0.761,Suitable
Luffa,30.59647736040816,2771.407021888131,7.3226843507916834,4.792963796623718,3.6178794105323284,13.81242622464815,0.034840042006133054,1.3197921249414633,0.6271456455189575,silt loam,5,0.806,Suitable
Luffa,28.741773349168398,2443.4363691329136,7.505746141376447,5.1226962260755835,4.111419118103553,15.407562635722797,0.03829083437194448,1.4165446644905653,0.600295862145316,clay loam,6,0.814,Suitable
Luffa,24.01832012788965,2773.4792517717165,6.209513312247749,4.666291348842642,4.918744014104625,17.472656675805815,0.030246086156128636,1.3408227717585044,0.7050568753723752,loam,4,0.763,Suitable
Luffa,24.998219637120393,2668.834841060004,6.73449060690001,4.979367734776735,2.9196198681724863,12.24525093666389,0.023632136418277674,1.196979412748049,0.9080106388946203,clay,7,0.746,Unsuitable
Luffa,26.52763344020829,2438.514506283526,7.051619624332725,5.236499978665613,3.491099290005942,9.324289541183742,0.011395534496196303,1.3053005720186992,0.6547836536450484,loam,4,0.818,Suitable
Luffa,26.13539099482303,2386.8692910057207,8.354787060571265,4.621636373177079,3.1938257554596006,12.068158814710213,0.04100230529752512,1.5159291198804263,0.7476797301944367,clay,7,0.773,Suitable
Luffa,25.558981198307194,2572.5640606403435,7.557752192935059,4.682707265945302,4.089772558951529,11.539313423543573,0.017605021333346845,1.525767953364293,1.0441454366989071,silt loam,5,0.753,Suitable
Luffa,25.166635672073994,2388.8230050026414,6.422087634951641,5.272255565743056,3.0003197267196198,20.832473167698478,0.02970166524373017,1.2791356681928456,0.6962898745765644,loam,4,0.874,Suitable
Luffa,28.23987120342489,2328.9781981553815,8.03472521147635,4.651583485875742,2.2962000812518597,9.332704307912486,0.03586974075624164,1.2226884709993333,0.7927999413919706,sandy loam,3,0.842,Suitable
